fiscal_year,program_area_name,organization_type,award_status,cnt_award_status,state_code,state_name
2008,Biotechnology Risk Assessment Grants Program,1862 Land-Grant University,not-awarded,1,AZ,ARIZONA
2008,Biotechnology Risk Assessment Grants Program,1862 Land-Grant University,not-awarded,2,CA,CALIFORNIA
2008,Biotechnology Risk Assessment Grants Program,1862 Land-Grant University,not-awarded,1,CT,CONNECTICUT
2008,Biotechnology Risk Assessment Grants Program,1862 Land-Grant University,not-awarded,3,FL,FLORIDA
2008,Biotechnology Risk Assessment Grants Program,1862 Land-Grant University,not-awarded,1,HI,HAWAII
2008,Biotechnology Risk Assessment Grants Program,1862 Land-Grant University,not-awarded,1,ID,IDAHO
2008,Biotechnology Risk Assessment Grants Program,1862 Land-Grant University,not-awarded,1,MD,MARYLAND
2008,Biotechnology Risk Assessment Grants Program,1862 Land-Grant University,not-awarded,1,MI,MICHIGAN
2008,Biotechnology Risk Assessment Grants Program,1862 Land-Grant University,not-awarded,1,MN,MINNESOTA
2008,Biotechnology Risk Assessment Grants Program,1862 Land-Grant University,not-awarded,2,NC,NORTH CAROLINA
2008,Biotechnology Risk Assessment Grants Program,1862 Land-Grant University,not-awarded,1,TN,TENNESSEE
2008,Biotechnology Risk Assessment Grants Program,1862 Land-Grant University,not-awarded,1,TX,TEXAS
2008,Biotechnology Risk Assessment Grants Program,1862 Land-Grant University,not-awarded,1,WY,WYOMING
2008,Biotechnology Risk Assessment Grants Program,1890 Land-Grant University (incl Tuskegee),not-awarded,1,TN,TENNESSEE
2008,Biotechnology Risk Assessment Grants Program,Non Land-Grant Public University or College,not-awarded,1,MI,MICHIGAN
2008,Biotechnology Risk Assessment Grants Program,Private For-Profit,not-awarded,1,CA,CALIFORNIA
2008,Biotechnology Risk Assessment Grants Program,Private Non-profit,not-awarded,1,DC,DISTRICT OF COLUMBIA
2008,Biotechnology Risk Assessment Grants Program,Private Non-profit,not-awarded,1,MO,MISSOURI
2008,Biotechnology Risk Assessment Grants Program,"State, Local, or Tribal Government",not-awarded,1,AL,ALABAMA
2008,Biotechnology Risk Assessment Grants Program,USDA Agency,not-awarded,2,CA,CALIFORNIA
2008,Biotechnology Risk Assessment Grants Program,USDA Agency,not-awarded,1,IL,ILLINOIS
2008,Biotechnology Risk Assessment Grants Program,USDA Agency,not-awarded,1,MD,MARYLAND
2008,Challenge Grants Program,1862 Land-Grant University,awarded,1,AR,ARKANSAS
2008,Challenge Grants Program,1862 Land-Grant University,awarded,1,CA,CALIFORNIA
2008,Challenge Grants Program,1862 Land-Grant University,awarded,1,FL,FLORIDA
2008,Challenge Grants Program,1862 Land-Grant University,awarded,2,GA,GEORGIA
2008,Challenge Grants Program,1862 Land-Grant University,awarded,1,IA,IOWA
2008,Challenge Grants Program,1862 Land-Grant University,awarded,2,IN,INDIANA
2008,Challenge Grants Program,1862 Land-Grant University,awarded,2,KS,KANSAS
2008,Challenge Grants Program,1862 Land-Grant University,awarded,1,KY,KENTUCKY
2008,Challenge Grants Program,1862 Land-Grant University,awarded,2,LA,LOUISIANA
2008,Challenge Grants Program,1862 Land-Grant University,awarded,1,MO,MISSOURI
2008,Challenge Grants Program,1862 Land-Grant University,awarded,1,MT,MONTANA
2008,Challenge Grants Program,1862 Land-Grant University,awarded,1,NC,NORTH CAROLINA
2008,Challenge Grants Program,1862 Land-Grant University,awarded,2,ND,NORTH DAKOTA
2008,Challenge Grants Program,1862 Land-Grant University,awarded,1,NM,NEW MEXICO
2008,Challenge Grants Program,1862 Land-Grant University,awarded,1,OK,OKLAHOMA
2008,Challenge Grants Program,1862 Land-Grant University,awarded,1,OR,OREGON
2008,Challenge Grants Program,1862 Land-Grant University,not-awarded,1,AL,ALABAMA
2008,Challenge Grants Program,1862 Land-Grant University,not-awarded,2,AR,ARKANSAS
2008,Challenge Grants Program,1862 Land-Grant University,not-awarded,2,AZ,ARIZONA
2008,Challenge Grants Program,1862 Land-Grant University,not-awarded,1,CA,CALIFORNIA
2008,Challenge Grants Program,1862 Land-Grant University,not-awarded,1,CO,COLORADO
2008,Challenge Grants Program,1862 Land-Grant University,not-awarded,2,FL,FLORIDA
2008,Challenge Grants Program,1862 Land-Grant University,not-awarded,1,GA,GEORGIA
2008,Challenge Grants Program,1862 Land-Grant University,not-awarded,4,IA,IOWA
2008,Challenge Grants Program,1862 Land-Grant University,not-awarded,1,IL,ILLINOIS
2008,Challenge Grants Program,1862 Land-Grant University,not-awarded,1,IN,INDIANA
2008,Challenge Grants Program,1862 Land-Grant University,not-awarded,1,KS,KANSAS
2008,Challenge Grants Program,1862 Land-Grant University,not-awarded,3,KY,KENTUCKY
2008,Challenge Grants Program,1862 Land-Grant University,not-awarded,1,LA,LOUISIANA
2008,Challenge Grants Program,1862 Land-Grant University,not-awarded,1,ME,MAINE
2008,Challenge Grants Program,1862 Land-Grant University,not-awarded,2,MI,MICHIGAN
2008,Challenge Grants Program,1862 Land-Grant University,not-awarded,2,MO,MISSOURI
2008,Challenge Grants Program,1862 Land-Grant University,not-awarded,2,NC,NORTH CAROLINA
2008,Challenge Grants Program,1862 Land-Grant University,not-awarded,2,NE,NEBRASKA
2008,Challenge Grants Program,1862 Land-Grant University,not-awarded,1,NY,NEW YORK
2008,Challenge Grants Program,1862 Land-Grant University,not-awarded,1,OH,OHIO
2008,Challenge Grants Program,1862 Land-Grant University,not-awarded,1,OK,OKLAHOMA
2008,Challenge Grants Program,1862 Land-Grant University,not-awarded,1,RI,RHODE ISLAND
2008,Challenge Grants Program,1862 Land-Grant University,not-awarded,1,SC,SOUTH CAROLINA
2008,Challenge Grants Program,1862 Land-Grant University,not-awarded,1,SD,SOUTH DAKOTA
2008,Challenge Grants Program,1862 Land-Grant University,not-awarded,1,TN,TENNESSEE
2008,Challenge Grants Program,1862 Land-Grant University,not-awarded,3,TX,TEXAS
2008,Challenge Grants Program,1862 Land-Grant University,not-awarded,2,VT,VERMONT
2008,Challenge Grants Program,1862 Land-Grant University,not-awarded,1,WA,WASHINGTON
2008,Challenge Grants Program,1862 Land-Grant University,not-awarded,2,WI,WISCONSIN
2008,Challenge Grants Program,1890 Land-Grant University (incl Tuskegee),not-awarded,1,VA,VIRGINIA
2008,Challenge Grants Program,Other,not-awarded,1,TX,TEXAS
2008,Challenge Grants Program,Private Non-profit,not-awarded,1,CA,CALIFORNIA
2008,Challenge Grants Program,Private University or College,awarded,1,NY,NEW YORK
2008,Challenge Grants Program,Private University or College,not-awarded,1,HI,HAWAII
2008,Community Food Projects Program,1862 Land-Grant University,awarded,1,AK,ALASKA
2008,Community Food Projects Program,Other,not-awarded,1,CA,CALIFORNIA
2008,Community Food Projects Program,Private Non-profit,awarded,1,AZ,ARIZONA
2008,Community Food Projects Program,Private Non-profit,awarded,5,CA,CALIFORNIA
2008,Community Food Projects Program,Private Non-profit,awarded,2,CO,COLORADO
2008,Community Food Projects Program,Private Non-profit,awarded,1,FL,FLORIDA
2008,Community Food Projects Program,Private Non-profit,awarded,1,GA,GEORGIA
2008,Community Food Projects Program,Private Non-profit,awarded,1,HI,HAWAII
2008,Community Food Projects Program,Private Non-profit,awarded,2,ME,MAINE
2008,Community Food Projects Program,Private Non-profit,awarded,1,NE,NEBRASKA
2008,Community Food Projects Program,Private Non-profit,awarded,1,NY,NEW YORK
2008,Community Food Projects Program,Private Non-profit,awarded,2,OK,OKLAHOMA
2008,Community Food Projects Program,Private Non-profit,awarded,1,OR,OREGON
2008,Community Food Projects Program,Private Non-profit,awarded,1,RI,RHODE ISLAND
2008,Community Food Projects Program,Private Non-profit,awarded,1,VT,VERMONT
2008,Community Food Projects Program,Private Non-profit,not-awarded,1,AL,ALABAMA
2008,Community Food Projects Program,Private Non-profit,not-awarded,2,AR,ARKANSAS
2008,Community Food Projects Program,Private Non-profit,not-awarded,9,CA,CALIFORNIA
2008,Community Food Projects Program,Private Non-profit,not-awarded,1,FL,FLORIDA
2008,Community Food Projects Program,Private Non-profit,not-awarded,2,HI,HAWAII
2008,Community Food Projects Program,Private Non-profit,not-awarded,1,ID,IDAHO
2008,Community Food Projects Program,Private Non-profit,not-awarded,1,IL,ILLINOIS
2008,Community Food Projects Program,Private Non-profit,not-awarded,1,KS,KANSAS
2008,Community Food Projects Program,Private Non-profit,not-awarded,1,KY,KENTUCKY
2008,Community Food Projects Program,Private Non-profit,not-awarded,1,LA,LOUISIANA
2008,Community Food Projects Program,Private Non-profit,not-awarded,2,MA,MASSACHUSETTS
2008,Community Food Projects Program,Private Non-profit,not-awarded,2,ME,MAINE
2008,Community Food Projects Program,Private Non-profit,not-awarded,2,MI,MICHIGAN
2008,Community Food Projects Program,Private Non-profit,not-awarded,3,MN,MINNESOTA
2008,Community Food Projects Program,Private Non-profit,not-awarded,1,MO,MISSOURI
2008,Community Food Projects Program,Private Non-profit,not-awarded,1,MT,MONTANA
2008,Community Food Projects Program,Private Non-profit,not-awarded,2,NC,NORTH CAROLINA
2008,Community Food Projects Program,Private Non-profit,not-awarded,1,NE,NEBRASKA
2008,Community Food Projects Program,Private Non-profit,not-awarded,1,NM,NEW MEXICO
2008,Community Food Projects Program,Private Non-profit,not-awarded,11,NY,NEW YORK
2008,Community Food Projects Program,Private Non-profit,not-awarded,1,OH,OHIO
2008,Community Food Projects Program,Private Non-profit,not-awarded,1,OR,OREGON
2008,Community Food Projects Program,Private Non-profit,not-awarded,3,PA,PENNSYLVANIA
2008,Community Food Projects Program,Private Non-profit,not-awarded,1,VA,VIRGINIA
2008,Community Food Projects Program,Private Non-profit,not-awarded,1,WA,WASHINGTON
2008,Community Food Projects Program,Private Non-profit,not-awarded,4,WI,WISCONSIN
2008,Community Food Projects Program,Private University or College,not-awarded,2,CA,CALIFORNIA
2008,Community Food Projects Program,Private University or College,not-awarded,1,MA,MASSACHUSETTS
2008,Emergency Supplemental,1862 Land-Grant University,awarded,1,AZ,ARIZONA
2008,Emergency Supplemental,1862 Land-Grant University,awarded,2,CA,CALIFORNIA
2008,Emergency Supplemental,1862 Land-Grant University,awarded,1,CO,COLORADO
2008,Emergency Supplemental,1862 Land-Grant University,awarded,1,FL,FLORIDA
2008,Emergency Supplemental,1862 Land-Grant University,awarded,1,IA,IOWA
2008,Emergency Supplemental,1862 Land-Grant University,awarded,3,IN,INDIANA
2008,Emergency Supplemental,1862 Land-Grant University,awarded,2,KS,KANSAS
2008,Emergency Supplemental,1862 Land-Grant University,awarded,1,LA,LOUISIANA
2008,Emergency Supplemental,1862 Land-Grant University,awarded,2,MI,MICHIGAN
2008,Emergency Supplemental,1862 Land-Grant University,awarded,1,MN,MINNESOTA
2008,Emergency Supplemental,1862 Land-Grant University,awarded,1,MS,MISSISSIPPI
2008,Emergency Supplemental,1862 Land-Grant University,awarded,1,NE,NEBRASKA
2008,Emergency Supplemental,1862 Land-Grant University,awarded,1,NM,NEW MEXICO
2008,Emergency Supplemental,1862 Land-Grant University,awarded,2,NY,NEW YORK
2008,Emergency Supplemental,1862 Land-Grant University,awarded,1,OR,OREGON
2008,Emergency Supplemental,1862 Land-Grant University,awarded,1,SD,SOUTH DAKOTA
2008,Emergency Supplemental,1862 Land-Grant University,awarded,1,UT,UTAH
2008,Emergency Supplemental,1862 Land-Grant University,awarded,1,WA,WASHINGTON
2008,Emergency Supplemental,1862 Land-Grant University,awarded,1,WI,WISCONSIN
2008,Emergency Supplemental,1862 Land-Grant University,awarded,1,WY,WYOMING
2008,Emergency Supplemental,Non Land-Grant Public University or College,awarded,1,KY,KENTUCKY
2008,Emergency Supplemental,Private Non-profit,awarded,1,GA,GEORGIA
2008,Emergency Supplemental,"State, Local, or Tribal Government",awarded,1,FL,FLORIDA
2008,Emergency Supplemental,"State, Local, or Tribal Government",awarded,1,NC,NORTH CAROLINA
2008,Emergency Supplemental,"State, Local, or Tribal Government",awarded,1,NJ,NEW JERSEY
2008,Emergency Supplemental,"State, Local, or Tribal Government",awarded,1,OH,OHIO
2008,Emergency Supplemental,"State, Local, or Tribal Government",awarded,1,PA,PENNSYLVANIA
2008,Emergency Supplemental,"State, Local, or Tribal Government",awarded,1,TN,TENNESSEE
2008,Emergency Supplemental,"State, Local, or Tribal Government",awarded,1,TX,TEXAS
2008,Extension Program Unit,1862 Land-Grant University,awarded,2,AL,ALABAMA
2008,Extension Program Unit,1862 Land-Grant University,awarded,2,AZ,ARIZONA
2008,Extension Program Unit,1862 Land-Grant University,awarded,1,FL,FLORIDA
2008,Extension Program Unit,1862 Land-Grant University,awarded,1,IL,ILLINOIS
2008,Extension Program Unit,1862 Land-Grant University,awarded,1,IN,INDIANA
2008,Extension Program Unit,1862 Land-Grant University,awarded,3,KS,KANSAS
2008,Extension Program Unit,1862 Land-Grant University,awarded,1,MD,MARYLAND
2008,Extension Program Unit,1862 Land-Grant University,awarded,1,MI,MICHIGAN
2008,Extension Program Unit,1862 Land-Grant University,awarded,1,MS,MISSISSIPPI
2008,Extension Program Unit,1862 Land-Grant University,awarded,1,NM,NEW MEXICO
2008,Extension Program Unit,1862 Land-Grant University,awarded,1,NY,NEW YORK
2008,Extension Program Unit,1862 Land-Grant University,awarded,4,TX,TEXAS
2008,Extension Program Unit,1862 Land-Grant University,awarded,2,UT,UTAH
2008,Extension Program Unit,1862 Land-Grant University,awarded,2,WI,WISCONSIN
2008,Extension Program Unit,Other,awarded,1,IL,ILLINOIS
2008,Extension Program Unit,Other,awarded,1,MT,MONTANA
2008,Extension Program Unit,Private Non-profit,awarded,1,CA,CALIFORNIA
2008,Extension Program Unit,Private Non-profit,awarded,2,DC,DISTRICT OF COLUMBIA
2008,Extension Program Unit,Private Non-profit,awarded,1,IL,ILLINOIS
2008,Extension Program Unit,Private Non-profit,awarded,2,MD,MARYLAND
2008,Extension Program Unit,USDA Agency,awarded,1,VA,VIRGINIA
2008,Extension Section 1447 Facilities Grants,1890 Land-Grant University (incl Tuskegee),awarded,2,AL,ALABAMA
2008,Extension Section 1447 Facilities Grants,1890 Land-Grant University (incl Tuskegee),awarded,1,DE,DELAWARE
2008,Extension Section 1447 Facilities Grants,1890 Land-Grant University (incl Tuskegee),awarded,1,FL,FLORIDA
2008,Extension Section 1447 Facilities Grants,1890 Land-Grant University (incl Tuskegee),awarded,1,GA,GEORGIA
2008,Extension Section 1447 Facilities Grants,1890 Land-Grant University (incl Tuskegee),awarded,1,KY,KENTUCKY
2008,Extension Section 1447 Facilities Grants,1890 Land-Grant University (incl Tuskegee),awarded,1,LA,LOUISIANA
2008,Extension Section 1447 Facilities Grants,1890 Land-Grant University (incl Tuskegee),awarded,1,MD,MARYLAND
2008,Extension Section 1447 Facilities Grants,1890 Land-Grant University (incl Tuskegee),awarded,1,MO,MISSOURI
2008,Extension Section 1447 Facilities Grants,1890 Land-Grant University (incl Tuskegee),awarded,1,MS,MISSISSIPPI
2008,Extension Section 1447 Facilities Grants,1890 Land-Grant University (incl Tuskegee),awarded,1,NC,NORTH CAROLINA
2008,Extension Section 1447 Facilities Grants,1890 Land-Grant University (incl Tuskegee),awarded,1,OK,OKLAHOMA
2008,Extension Section 1447 Facilities Grants,1890 Land-Grant University (incl Tuskegee),awarded,1,SC,SOUTH CAROLINA
2008,Extension Section 1447 Facilities Grants,1890 Land-Grant University (incl Tuskegee),awarded,1,TX,TEXAS
2008,Extension Section 1447 Facilities Grants,1890 Land-Grant University (incl Tuskegee),awarded,1,VA,VIRGINIA
2008,Extension Section 1447 Facilities Grants,1890 Land-Grant University (incl Tuskegee),awarded,1,WV,WEST VIRGINIA
2008,"Families, 4-H, and Nutrition",Other,awarded,1,IN,INDIANA
2008,"Families, 4-H, and Nutrition",Private Non-profit,awarded,1,MD,MARYLAND
2008,"Families, 4-H, and Nutrition",Private Non-profit,awarded,1,NY,NEW YORK
2008,Federal Administration (Direct Appropriation),1862 Land-Grant University,awarded,1,AL,ALABAMA
2008,Federal Administration (Direct Appropriation),1862 Land-Grant University,awarded,2,CT,CONNECTICUT
2008,Federal Administration (Direct Appropriation),1862 Land-Grant University,awarded,1,HI,HAWAII
2008,Federal Administration (Direct Appropriation),1862 Land-Grant University,awarded,3,IA,IOWA
2008,Federal Administration (Direct Appropriation),1862 Land-Grant University,awarded,1,KS,KANSAS
2008,Federal Administration (Direct Appropriation),1862 Land-Grant University,awarded,1,MO,MISSOURI
2008,Federal Administration (Direct Appropriation),1862 Land-Grant University,awarded,2,MS,MISSISSIPPI
2008,Federal Administration (Direct Appropriation),1862 Land-Grant University,awarded,1,NC,NORTH CAROLINA
2008,Federal Administration (Direct Appropriation),1862 Land-Grant University,awarded,5,OH,OHIO
2008,Federal Administration (Direct Appropriation),1862 Land-Grant University,awarded,1,OK,OKLAHOMA
2008,Federal Administration (Direct Appropriation),1862 Land-Grant University,awarded,1,RI,RHODE ISLAND
2008,Federal Administration (Direct Appropriation),1862 Land-Grant University,awarded,4,TX,TEXAS
2008,Federal Administration (Direct Appropriation),1862 Land-Grant University,awarded,1,UT,UTAH
2008,Federal Administration (Direct Appropriation),1862 Land-Grant University,awarded,1,VA,VIRGINIA
2008,Federal Administration (Direct Appropriation),1862 Land-Grant University,awarded,1,WA,WASHINGTON
2008,Federal Administration (Direct Appropriation),1862 Land-Grant University,awarded,1,WI,WISCONSIN
2008,Federal Administration (Direct Appropriation),1862 Land-Grant University,not-awarded,1,OH,OHIO
2008,Federal Administration (Direct Appropriation),1890 Land-Grant University (incl Tuskegee),awarded,1,MS,MISSISSIPPI
2008,Federal Administration (Direct Appropriation),1890 Land-Grant University (incl Tuskegee),awarded,1,WV,WEST VIRGINIA
2008,Federal Administration (Direct Appropriation),Non Land-Grant Public University or College,awarded,1,CA,CALIFORNIA
